Severity,End_Lat,End_Lng
4,37.97057,-122.52236
4,37.3885,-120.73085
4,37.838437,-121.612328
4,35.9325,-119.9102
4,36.714127,-121.717987
4,36.703451,-121.70733
4,36.95612,-121.72746
4,36.960898,-121.722342
4,33.28914,-117.1492
4,33.90511,-118.18425
4,33.69908,-117.73343
4,33.72546,-117.292554
4,33.71534,-117.3028
4,34.19754,-118.40304
4,33.93076,-118.431746
4,33.930776,-118.429948
4,33.930884,-118.434545
4,33.85902,-117.95677
4,33.85921,-117.95869
4,33.859221,-117.957118
4,33.93082,-118.42928
4,34.038346,-118.702704
4,34.052882,-118.696312
4,32.679525,-115.591689
4,32.679239,-115.586776
4,32.744834,-116.956657
4,32.74017,-116.95203
4,32.73961,-116.9425
4,32.73964,-116.95074
4,34.4594,-116.94576
4,34.49496,-116.94537
4,34.009944,-118.30893
4,34.011632,-118.30892
4,34.01085,-118.307831
4,34.01085,-118.309336
4,33.91562,-116.60901
4,33.91429,-116.60487
4,33.740306,-117.067543
4,33.74383,-117.050633
4,33.740306,-117.067543
4,34.02919,-118.17205
4,34.03776,-118.16946
4,34.04265,-118.16987
4,34.17213,-118.43188
4,34.17213,-118.432393
4,33.8797,-117.56336
4,34.03678,-118.30198
4,34.03677,-118.29635
4,34.152596,-118.13247
4,34.156717,-118.13246
4,34.15425,-118.13591
4,34.1543,-118.13095
4,33.34887,-117.244
4,34.0362,-118.02425
4,33.78953,-118.326758
4,33.791951,-118.332991
4,33.78953,-118.326758
4,33.793281,-118.334812
4,32.690843,-117.176854
4,32.99667,-117.25661
4,34.04405,-118.69253
4,34.08187,-118.70444
4,33.78318,-118.22676
4,33.13776,-117.33086
4,34.13215,-118.757527
4,33.739751,-117.069743
4,34.26577,-118.47203
4,34.18419,-118.9237
4,34.1854,-118.92877
4,33.590589,-117.514111
4,33.590175,-117.503324
4,34.17898,-118.95233
4,34.17933,-118.94415
4,33.470095,-117.69795
4,33.473252,-117.69779
4,33.77445,-118.04328
4,34.04657,-117.30917
4,34.07151,-118.12124
4,32.71331,-117.13847
4,32.67588,-116.28851
4,34.432644,-118.383992
4,34.43678,-118.372328
4,34.31737,-118.48625
4,34.48695,-118.617
4,33.97568,-118.28089
4,34.0874,-117.67014
4,32.76288,-117.16132
4,35.428918,-117.978988
4,33.99212,-117.22714
4,34.00203,-117.23332
4,34.329739,-117.442711
4,34.328818,-117.44154
4,33.77035,-118.280325
4,34.23206,-118.40749
4,34.17129,-118.52184
4,33.90599,-118.42082
4,33.93077,-118.43494
4,34.19656,-119.095468
4,34.19633,-119.06975
4,34.20559,-119.06968
4,34.19633,-119.06975
4,34.25167,-119.11326
4,33.90179,-118.18627
4,33.87225,-118.1943
4,34.090701,-118.383613
4,34.09067,-118.38556
4,34.090701,-118.383613
4,33.470656,-116.85449
4,34.041948,-118.56874
4,33.92423,-118.02328
4,33.92416,-118.02316
4,34.18348,-117.141459
4,33.32803,-117.16262
4,34.04279,-118.27279
4,34.03652,-118.26954
4,33.33242,-117.15785
4,34.176996,-117.154252
4,34.203945,-117.145799
4,33.7618,-117.26551
4,33.75868,-117.27056
4,33.1829,-117.172591
4,33.18273,-117.15586
4,33.93326,-116.99269
4,33.93327,-116.993248
4,32.688209,-117.048678
4,32.684649,-117.051175
4,34.02282,-117.74723
4,32.82847,-116.81942
4,32.82847,-116.81942
4,33.925862,-117.805208
4,33.94643,-117.78063
4,34.06084,-118.25105
4,34.199933,-117.282225
4,34.198805,-117.280705
4,33.870928,-117.667775
4,34.93794,-119.47434
4,34.93794,-119.474094
4,34.11757,-117.30276
4,34.058326,-118.165294
4,35.060559,-118.96892
4,33.46371,-116.91406
4,33.47016,-116.95285
4,33.46566,-116.92634
4,33.875722,-118.100787
4,33.929675,-118.36852
4,34.030304,-117.653116
4,34.49851,-117.74025
4,34.49896,-117.66005
4,34.49366,-117.73064
4,32.588472,-117.122181
4,32.94697,-117.097449
4,34.06573,-117.261149
4,34.0646,-117.26118
4,34.13491,-116.36967
4,34.0723,-117.93224
4,34.158873,-119.028938
4,34.1574,-118.98932
4,34.14675,-118.78473
4,34.21935,-118.43173
4,34.21529,-118.43092
4,34.043464,-117.796608
4,34.052279,-117.789623
4,33.26663,-117.15693
4,33.25494,-117.15425
4,35.110997,-120.086281
4,34.93629,-119.51202
4,33.91649,-117.305884
4,33.83465,-117.87622
4,32.77658,-117.11198
4,33.93066,-118.37776
4,34.184898,-117.180843
4,34.13932,-117.192339
4,34.44036,-119.73424
4,34.42811,-119.73375
4,32.83972,-117.13525
4,34.11986,-118.09128
4,34.0669,-118.42886
4,34.06799,-118.42542
4,34.0669,-118.42886
4,33.69566,-117.9078
4,33.69566,-117.9078
4,33.69566,-117.91959
4,33.69566,-117.91959
4,33.9184,-117.84786
4,33.929615,-118.278249
4,32.62352,-116.75519
4,32.62374,-116.75491
4,33.87664,-118.15703
4,34.089139,-118.25934
4,34.10335,-118.24995
4,34.10128,-118.25078
4,34.08951,-118.25927
4,34.32275,-117.39846
4,34.31195,-117.47298
4,33.87571,-118.10493
4,34.08963,-118.60435
4,34.0565,-118.58299
4,34.31893,-118.49251
4,32.84175,-117.11549
4,34.20257,-118.21874
4,34.1543,-118.3771
4,34.15457,-118.38248
4,34.15457,-118.38248
4,34.15457,-118.38248
4,32.68235,-117.17803
4,32.68301,-117.17667
4,34.0519,-118.34419
4,34.04587,-118.34544
4,34.829577,-117.026528
4,34.85807,-117.01632
4,33.95685,-118.30026
4,33.95589,-118.30026
4,34.02768,-117.12316
4,33.87744,-118.06388
4,33.82683,-118.20632
4,34.08777,-118.12742
4,34.46649,-118.33374
4,34.183229,-117.141718
4,34.184164,-117.140846
4,34.12752,-118.14719
4,34.12753,-118.15031
4,34.210261,-117.085829
4,34.21383,-117.0787
4,33.87603,-118.1909
4,34.07245,-117.92946
4,34.06308,-118.00062
4,33.87614,-118.19128
4,32.71527,-117.11882
4,32.71527,-117.11882
4,33.80278,-118.1358
4,33.601966,-117.458365
4,33.601922,-117.458462
4,33.886477,-117.550962
4,33.83395,-118.25798
4,34.843085,-117.500208
4,34.72679,-117.46237
4,34.72679,-117.46237
4,34.025184,-118.249885
4,34.027244,-118.248046
4,34.23911,-117.85131
4,34.17886,-117.88209
4,38.89705,-104.747869
4,30.202823,-95.256198
4,39.51439,-105.02138
4,30.202823,-95.256198
4,30.173481,-95.240518
4,32.84813,-97.01697
4,29.55822,-95.07508
4,29.55822,-95.07508
4,29.56583,-98.33577
4,30.26945,-90.9419
4,36.010056,-96.117354
4,33.100729,-90.498859
4,30.29604,-91.24035
4,30.305939,-91.245112
4,42.64228,-91.9087
4,42.494954,-91.88954
4,29.40201,-95.03384
4,29.4032,-95.03233
4,29.4032,-95.03233
4,41.22941,-95.95531
4,29.93986,-95.30342
4,39.952126,-104.98809
4,43.06218,-93.34249
4,39.10664,-94.57339
4,39.10666,-94.57472
4,41.96425,-92.29774
4,41.96388,-92.45762
4,38.77169,-90.40919
4,29.67915,-95.44955
4,32.87397,-96.52393
4,38.929106,-94.35994
4,39.10144,-94.67937
4,41.22396,-95.97898
4,41.501207,-93.568309
4,41.498983,-93.567478
4,47.995395,-97.81225
4,40.900601,-96.6436
4,40.950512,-96.64332
4,39.10909,-94.68067
4,39.38734,-94.78941
4,41.86927,-90.56984
4,41.86927,-90.56984
4,29.69202,-96.76999
4,38.890953,-104.799688
4,38.43787,-90.91667
4,38.922333,-94.402721
4,39.01904,-94.49866
4,39.024261,-94.503871
4,43.24067,-91.56651
4,43.240987,-91.688686
4,43.240984,-91.688653
4,43.24067,-91.56651
4,29.60149,-95.2004
4,44.90698,-91.93866
4,42.049246,-91.443982
4,38.475408,-90.437159
4,29.72567,-95.481
4,29.84197,-95.49315
4,36.18759,-95.96035
4,36.04402,-95.73171
4,32.67074,-96.86284
4,29.707535,-95.270559
4,29.71311,-95.26609
4,35.276525,-97.604525
4,43.964616,-90.785932
4,43.961635,-90.789095
4,29.18587,-95.45292
4,41.68838,-92.06051
4,41.299434,-95.77246
4,29.92898,-95.41204
4,30.10015,-96.040645
4,30.09773,-96.0425
4,32.3285,-96.6114
4,32.6739,-97.19841
4,41.49813,-95.55074
4,41.49675,-94.753602
4,41.49675,-94.753602
4,41.49675,-94.753606
4,41.49761,-94.87359
4,29.732219,-95.386447
4,29.82176,-95.37919
4,29.72597,-95.48053
4,32.74007,-96.82282
4,45.30656,-91.66439
4,39.00052,-94.48236
4,39.09093,-95.699964
4,37.58613,-99.449919
4,37.552689,-99.629785
4,39.77459,-104.85149
4,35.15338,-97.47685
4,29.534806,-95.846881
4,41.15879,-104.25969
4,38.88113,-94.52582
4,38.86729,-94.52675
4,30.23573,-92.36665
4,38.50721,-90.62325
4,30.553882,-91.697936
4,29.348764,-95.017425
4,35.39401,-97.56557
4,35.393974,-97.565409
4,35.40132,-97.28494
4,35.59358,-97.43344
4,29.925968,-95.501987
4,29.92489,-95.50057
4,29.934685,-95.38031
4,39.191965,-100.87305
4,38.936459,-91.815815
4,39.74784,-94.79368
4,39.699686,-94.78822
4,40.04255,-95.13368
4,39.968131,-94.973793
4,39.70648,-94.788256
4,39.81667,-94.80406
4,38.838259,-91.223664
4,39.063186,-94.48814
4,39.2539,-94.691778
4,29.86366,-95.53342
4,38.950435,-94.90468
4,39.06772,-94.508581
4,29.82216,-94.8915
4,32.90176,-96.7689
4,39.038396,-94.336681
4,39.050696,-94.56176
4,32.92413,-96.78271
4,39.01119,-94.06472
4,38.94162,-94.79345
4,39.02798,-94.25356
4,42.02702,-96.13631
4,42.01617,-95.95342
4,38.726192,-94.67652
4,38.76946,-94.67755
4,41.68196,-92.90952
4,36.17695,-95.73216
4,32.86166,-97.10397
4,39.78014,-104.96196
4,30.397785,-91.518943
4,42.44736,-93.64023
4,42.470726,-93.639041
4,42.470726,-93.639041
4,42.44736,-93.64023
4,42.470726,-93.639041
4,30.08476,-90.42903
4,38.513,-90.44549
4,33.45463,-94.13425
4,29.58468,-98.59766
4,38.84076,-91.2268
4,38.836767,-91.221988
4,30.458562,-90.916144
4,29.67773,-95.421902
4,29.893351,-95.588801
4,43.450966,-92.298551
4,32.83664,-96.81551
4,45.165153,-91.141228
4,45.163534,-91.136985
4,39.517478,-104.76478
4,44.90502,-91.84898
4,37.61542,-104.75817
4,45.00955,-93.07231
4,39.82802,-104.94548
4,39.036549,-94.224943
4,39.03726,-94.24532
4,38.768228,-90.494701
4,39.84527,-104.98492
4,39.13227,-104.8633
4,38.43593,-104.60648
4,38.43593,-104.60648
4,40.07315,-104.319526
4,40.07318,-104.37629
4,39.28293,-103.2624
4,42.0346,-94.12543
4,42.034111,-94.184269
4,38.800215,-90.624293
4,39.45297,-94.78847
4,39.51439,-94.78688
4,39.29431,-102.60982
4,34.812429,-99.333675
4,34.813656,-99.33541
4,30.2022,-98.37567
4,30.20077,-98.369456
4,32.9201,-96.74858
4,29.74092,-95.36583
4,29.71008,-95.11137
4,29.65444,-95.56519
4,32.79498,-96.69424
4,35.504838,-97.57672
4,38.99512,-94.555
4,45.0589,-92.95852
4,45.058138,-92.958641
4,33.00023,-96.95969
4,32.9261,-96.81214
4,41.6822,-92.9089
4,29.78982,-98.02658
4,30.289738,-97.707217
4,29.69254,-95.28457
4,39.82176,-104.9592
4,33.021251,-96.88485
4,33.019345,-96.885077
4,40.40738,-104.973791
4,40.407167,-104.951596
4,30.354123,-90.791111
4,30.365492,-90.780096
4,30.459444,-91.053925
4,32.80654,-96.84046
4,32.37729,-96.64662
4,29.47293,-98.61235
4,29.9133,-95.30917
4,30.0429,-90.62751
4,30.040839,-90.625319
4,39.914406,-104.857236
4,32.67783,-97.10679
4,28.990209,-95.522369
4,41.22987,-96.08722
4,41.2234,-96.04747
4,31.57109,-97.11624
4,41.22987,-96.08722
4,35.456534,-96.906487
4,35.443219,-96.911698
4,40.30991,-104.98039
4,39.159062,-94.589231
4,34.98573,-96.874254
4,34.98571,-96.867257
4,30.2251,-93.29981
4,32.67875,-96.74198
4,41.649371,-93.69777
4,38.55131,-90.42885
4,30.06938,-90.485371
4,38.94053,-94.85261
4,36.391091,-98.020965
4,36.390817,-98.00667
4,38.93611,-94.444416
4,36.029655,-95.90423
4,36.022391,-95.90424
4,30.3587,-91.04993
4,30.359883,-91.051535
4,38.72782,-104.73573
4,42.64228,-91.9087
4,42.494954,-91.88954
4,36.206101,-96.286991
4,30.319881,-95.577769
4,31.428039,-92.167632
4,31.473238,-92.096664
4,36.083284,-104.688419
4,30.19689,-93.22841
4,41.28863,-105.52424
4,41.119056,-96.13894
4,41.438279,-96.232519
4,41.45228,-96.2246
4,29.69835,-95.290219
4,32.747549,-96.810441
4,39.527899,-104.867605
4,41.14703,-96.176972
4,41.14697,-96.16313
4,38.80576,-90.81258
4,30.266188,-90.983738
4,39.05681,-95.6694
4,32.83919,-97.30125
4,39.0939,-94.59101
4,29.702306,-95.018246
4,31.835979,-102.337731
4,31.68879,-90.45252
4,32.30996,-90.896131
4,30.265217,-92.001909
4,29.741591,-95.356561
4,32.816553,-96.62845
4,32.34109,-90.59999
4,31.34563,-90.47891
4,39.16835,-94.49315
4,39.78005,-104.97037
4,32.02151,-90.949874
4,29.841101,-95.491971
4,29.774483,-95.301005
4,38.78734,-90.53614
4,38.57957,-90.4474
4,41.68695,-91.50384
4,30.23735,-93.26431
4,41.59336,-93.7071
4,42.0346,-94.12543
4,42.034111,-94.184269
4,39.05876,-96.04564
4,38.76281,-104.77374
4,38.98594,-104.81313
4,44.638323,-93.29714
4,35.735269,-96.794832
4,29.94654,-95.41589
4,29.94654,-95.41589
4,41.630738,-93.082368
4,41.58074,-93.09714
4,41.88177,-93.57097
4,42.22548,-96.24161
4,42.31108,-96.30398
4,41.630768,-93.082356
4,41.58074,-93.09714
4,41.28996,-95.67026
4,41.28899,-95.403728
4,42.31108,-96.30398
4,38.65812,-90.50579
4,42.44835,-93.52597
4,45.793407,-94.259016
4,46.44001,-92.74268
4,32.884037,-96.69686
4,44.58652,-93.82911
4,30.09492,-94.083496
4,30.12518,-94.02544
4,32.8969,-96.71325
4,30.12518,-94.02544
4,30.33726,-95.47945
4,30.219916,-91.007155
4,30.24189,-91.0505
4,39.083311,-94.521096
4,39.08329,-94.51991
4,45.168798,-93.03059
4,45.22259,-93.0291
4,44.79447,-92.4111
4,44.77564,-92.41591
4,29.017552,-95.55308
4,43.59534,-96.77142
4,32.83826,-97.0792
4,32.83773,-97.09641
4,29.48688,-95.39724
4,32.56232,-93.15544
4,37.96504,-104.7921
4,31.80931,-102.4354
4,38.821505,-91.142414
4,33.99829,-98.83372
4,29.926,-95.41195
4,29.705953,-95.511566
4,32.74715,-96.75891
4,35.52061,-98.72917
4,42.022949,-93.739503
4,29.91702,-95.41274
4,32.64764,-96.86299
4,32.73911,-96.82337
4,32.755799,-96.617359
4,40.57524,-93.93707
4,35.29402,-99.61922
4,42.77361,-92.53448
4,45.079978,-93.26345
4,43.067407,-91.548348
4,43.04053,-91.3903
4,43.06715,-91.54641
4,43.04053,-91.3903
4,42.0049,-92.72979
4,42.0049,-92.72979
4,44.071912,-91.625769
4,44.070941,-91.614997
4,29.70266,-95.27789
4,45.47847,-91.75989
4,29.77731,-95.83251
4,33.04164,-96.70213
4,29.783206,-95.809723
4,30.52527,-95.32929
4,30.52409,-95.33727
4,38.633416,-90.450129
4,29.76673,-95.36675
4,39.08868,-94.57112
4,39.63764,-104.90915
4,32.56352,-93.16294
4,40.33259,-104.86769
4,40.334821,-104.923297
4,39.1756,-94.39483
4,30.0278,-95.83981
4,30.03555,-95.84865
4,30.03555,-95.84865
4,32.68377,-97.42096
4,30.39835,-91.08968
4,29.54626,-95.74805
4,32.77484,-96.79016
4,33.165484,-96.451676
4,33.162846,-96.432648
4,45.401591,-91.889412
4,45.4017,-91.909855
4,32.65801,-96.88692
4,32.79197,-96.72898
4,39.78741,-104.98913
4,43.27299,-91.729
4,43.288223,-91.754736
4,39.01253,-95.74043
4,30.565852,-91.205245
4,32.56701,-97.31877
4,30.02539,-95.83749
4,30.02012,-95.82565
4,30.264678,-90.982969
4,30.02012,-95.82565
4,39.943324,-104.840475
4,39.928498,-104.849134
4,42.801588,-96.146358
4,42.80378,-96.135375
4,45.288801,-93.00311
4,29.552482,-98.668123
4,39.093285,-94.88183
4,32.83663,-96.9517
4,41.49843,-90.9687
4,37.3814,-104.60163
4,43.86385,-91.24055
4,45.18126,-93.109823
4,45.22078,-93.02797
4,39.02174,-95.13395
4,30.33608,-91.13562
4,30.314682,-91.125492
4,29.77144,-95.20082
4,36.30738,-95.666884
4,36.30736,-95.661621
4,39.77948,-104.97557
4,43.10478,-93.63614
4,43.104701,-93.713667
4,43.104701,-93.71365
4,43.10478,-93.63614
4,30.30081,-90.40492
4,29.72306,-98.66977
4,44.5996,-92.99252
4,44.60125,-92.99344
4,29.48688,-95.39724
4,44.919527,-92.672067
4,39.039461,-94.429671
4,39.039299,-94.429469
4,29.81518,-95.375878
4,30.67796,-91.26493
4,34.197389,-97.1638
4,34.187795,-97.166368
4,34.197389,-97.1638
4,39.05992,-94.4898
4,35.182823,-103.043725
4,42.049246,-91.443982
4,41.303,-95.954
4,41.93144,-91.66929
4,41.92719,-91.67517
4,30.21563,-93.37186
4,39.720945,-104.9875
4,32.91297,-96.89787
4,46.611712,-92.11937
4,46.601798,-92.11944
4,29.706195,-95.459336
4,36.00314,-96.38717
4,36.002831,-96.39805
4,45.29919,-91.11076
4,32.79281,-96.7921
4,32.79295,-96.79751
4,37.570002,-104.924966
4,37.605936,-104.824172
4,30.33086,-97.73157
4,30.331893,-97.730997
4,30.33086,-97.73157
4,30.331893,-97.730997
4,39.20509,-94.49691
4,27.67547,-97.2989
4,32.45789,-93.83878
4,27.670119,-97.286194
4,27.670459,-97.287472
4,30.13027,-95.44372
4,29.50638,-95.11596
4,38.89718,-94.8385
4,33.367948,-96.429483
4,33.359782,-96.441194
4,32.67653,-97.1821
4,35.46073,-97.50408
4,35.469502,-101.87972
4,29.5601,-95.69768
4,41.29345,-96.29741
4,39.736527,-104.98737
4,32.64205,-96.81546
4,32.78708,-96.76635
4,32.84056,-97.31388
4,32.839742,-97.3114
4,32.839824,-97.318146
4,32.84056,-97.31388
4,38.903519,-94.81604
